long_name,overall,potential,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,cf,cm,cb,gk,AttackWorkRate,DefenseWorkRate,position_Defender,position_Forward,position_Goalkeeper,position_Midfielder,preferred_foot_Left,preferred_foot_Right,tag_Acrobat,tag_Aerial Threat,tag_Clinical Finisher,tag_Complete Defender,tag_Complete Forward,tag_Complete Midfielder,tag_Crosser,tag_Distance Shooter,tag_Dribbler,tag_Engine,tag_FK Specialist,tag_Playmaker,tag_Poacher,tag_Speedster,tag_Strength,tag_Tackling,tag_Tactician,traits_Cautious With Crosses,traits_Chip Shot (AI),traits_Comes For Crosses,traits_Dives Into Tackles (AI),traits_Early Crosser,traits_Finesse Shot,traits_Flair,traits_GK Long Throw,traits_Giant Throw-in,traits_Injury Prone,traits_Leadership,traits_Long Passer (AI),traits_Long Shot Taker (AI),traits_Long Throw-in,traits_Outside Foot Shot,traits_Playmaker (AI),traits_Power Free-Kick,traits_Power Header,traits_Rushes Out Of Goal,traits_Saves with Feet,traits_Solid Player,traits_Speed Dribbler (AI),traits_Team Player,traits_Technical Dribbler (AI)
Victoria Pelova,76,81,163,55,4,3,76.0,69.0,72.0,79.0,35.0,58.0,71,68,45,76,71,79,63,61,72,81,75,76,79,78,85,67,57,74,52,71,52,31,79,73,66,71.0,37,32,40,12,17,7,14,16,0.0,75,73,48,23,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lisa Schmitz,78,79,174,65,3,1,0.0,0.0,0.0,0.0,0.0,0.0,16,10,16,30,8,12,16,14,18,18,48,43,47,79,53,53,68,35,67,11,18,13,7,24,15,39.0,12,14,12,79,74,71,78,79,46.0,26,27,28,79,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lea Schüller,86,91,173,60,3,4,88.0,85.0,69.0,82.0,33.0,68.0,61,92,86,79,75,80,78,60,55,86,89,88,78,89,75,78,68,73,71,79,55,31,92,68,74,74.0,24,26,27,16,13,14,11,9,0.0,84,75,53,24,0.5,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Johanna Elsig,79,79,178,66,4,2,45.0,55.0,67.0,62.0,81.0,78.0,61,50,80,73,39,62,58,39,74,67,33,55,50,76,40,67,86,68,81,59,79,78,52,64,48,65.0,81,83,84,16,9,12,14,15,0.0,61,71,79,22,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurora Watten Mikalsen,70,74,175,65,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,11,13,24,12,12,17,13,26,18,38,35,39,65,46,50,62,31,44,12,21,13,10,53,17,41.0,13,13,13,71,68,67,68,71,37.0,26,29,24,71,0.5,0.5,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Letícia Lia Medeiros Resende,81,81,170,66,3,4,81.0,52.0,70.0,80.0,77.0,74.0,83,42,59,78,70,83,83,40,72,79,84,78,77,79,75,63,63,88,68,58,75,78,72,48,38,80.0,79,78,81,14,13,15,8,14,0.0,70,75,77,22,1.0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amanda Cecília Santos Sendela,76,76,164,55,3,4,78.0,67.0,73.0,76.0,24.0,54.0,75,64,43,76,68,76,76,58,70,75,76,80,76,78,82,70,45,82,39,67,61,20,76,73,66,73.0,21,24,26,12,14,15,9,13,0.0,73,71,40,21,1.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juliana Zoe Meire Carvalho,76,76,173,68,3,2,65.0,24.0,56.0,56.0,79.0,70.0,68,15,74,72,15,50,23,44,55,60,62,68,48,73,75,36,69,61,70,32,82,78,18,28,48,67.0,81,82,75,13,15,6,9,8,0.0,46,57,76,20,0.5,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clara Elisa Leal Porfírio,74,74,166,63,3,2,59.0,37.0,58.0,53.0,74.0,73.0,42,34,45,77,18,38,25,48,73,66,58,59,60,73,78,45,65,69,75,41,77,75,28,42,50,41.0,76,78,80,13,11,6,10,10,0.0,50,64,74,20,0.5,0.5,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ana Iris Lopes Vieira,75,75,169,60,3,1,0.0,0.0,0.0,0.0,0.0,0.0,15,7,11,28,8,11,15,12,25,9,25,24,48,62,59,59,62,35,44,6,17,8,8,23,17,25.0,5,12,10,69,80,79,72,79,25.0,21,24,21,75,0.5,0.5,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bianca Rebeca Dias Ribeiro,79,79,157,53,3,3,85.0,44.0,71.0,77.0,75.0,68.0,79,38,68,76,33,75,78,39,63,78,83,86,86,73,78,57,76,78,57,43,80,77,69,64,39,77.0,75,76,73,9,7,8,5,9,0.0,68,72,75,17,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafaela Isabel Lobato Selva,73,73,168,65,3,3,66.0,51.0,64.0,69.0,72.0,72.0,75,54,63,67,52,71,69,44,52,69,68,65,54,67,76,58,68,78,70,35,72,68,59,59,45,69.0,72,77,73,14,5,8,10,6,0.0,63,66,72,17,0.5,1.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Júlia Maria Mutto Sampaio,82,82,170,68,3,2,72.0,39.0,58.0,64.0,84.0,80.0,38,20,84,71,30,61,68,33,70,64,71,72,64,81,63,58,84,78,79,67,82,85,22,50,45,83.0,84,85,83,6,9,6,9,7,0.0,55,67,82,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Diana Natália Facchini Taffarel,73,73,161,52,3,4,78.0,63.0,67.0,75.0,30.0,59.0,68,65,38,73,49,76,80,49,54,80,80,76,58,64,75,66,48,76,56,58,48,22,75,68,64,73.0,27,32,36,8,8,12,7,6,0.0,71,67,43,16,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Giovana Beatriz Inácio Maia,74,74,159,58,3,2,61.0,31.0,65.0,48.0,72.0,75.0,50,21,65,76,21,28,23,43,72,67,60,62,52,77,78,50,65,75,78,28,72,69,46,70,48,42.0,65,79,80,10,11,5,11,8,0.0,53,67,74,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paloma Isa Sá Bastos,82,82,172,67,3,4,77.0,83.0,67.0,82.0,23.0,73.0,61,85,84,77,81,81,78,73,46,86,79,76,78,78,80,86,69,83,74,78,59,26,81,67,83,75.0,16,11,14,11,7,9,5,8,0.0,80,70,46,18,0.5,0.5,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Íris Isabella Orsi da Silva,81,81,164,57,5,4,89.0,55.0,79.0,81.0,29.0,58.0,85,49,57,78,48,78,85,53,80,80,90,88,90,83,90,64,60,84,44,48,60,40,86,78,78,84.0,17,27,21,10,11,5,6,8,0.0,75,76,45,19,1.0,0.5,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isabel Camila Magela Acuna,76,76,163,58,4,3,76.0,61.0,72.0,72.0,23.0,58.0,79,73,45,76,44,74,46,48,78,77,78,75,60,72,70,51,48,72,58,47,45,18,72,68,50,58.0,21,20,25,6,7,5,6,14,0.0,71,70,40,17,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Melinda Marina Regalo Gonçalves,77,77,164,56,4,4,79.0,71.0,74.0,75.0,29.0,62.0,76,70,42,75,64,79,78,68,70,74,76,81,56,78,83,73,44,75,60,70,54,17,78,74,73,80.0,27,35,32,11,7,12,8,9,0.0,75,72,45,19,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Júlia Bárbara Ruiz Gomes,80,80,171,65,2,1,0.0,0.0,0.0,0.0,0.0,0.0,11,5,14,25,7,9,11,14,19,13,48,52,60,78,53,56,68,34,49,9,26,22,8,57,12,67.0,22,13,11,82,75,74,73,86,50.0,27,30,28,80,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Isia Jade Selva Kenedy,75,75,165,62,2,2,71.0,37.0,58.0,55.0,76.0,67.0,75,31,67,64,15,50,28,45,50,59,72,70,58,70,69,40,61,75,70,45,51,72,55,45,46,41.0,78,80,79,11,13,13,8,6,0.0,54,60,73,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebeca Lia Saudera Peixoto,81,81,170,65,2,3,66.0,66.0,72.0,69.0,78.0,80.0,56,54,48,83,66,66,58,57,81,71,64,67,68,80,71,80,84,86,72,77,89,84,64,68,66,81.0,80,82,79,15,10,12,13,5,0.0,69,78,79,20,0.0,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isabella Nicole Cintra Torres,76,76,163,58,3,4,69.0,77.0,51.0,77.0,18.0,57.0,35,77,75,73,75,80,58,60,22,78,71,68,62,79,79,78,68,62,63,79,35,10,77,48,71,69.0,11,12,11,6,14,10,13,10,0.0,74,60,38,20,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Olívia Jade Magela Bardini,74,74,158,51,3,4,66.0,71.0,76.0,77.0,52.0,58.0,80,68,38,76,67,81,83,73,67,76,68,65,59,80,84,75,54,64,52,73,67,75,73,76,76,81.0,73,27,36,5,11,13,6,14,0.0,74,74,58,19,1.0,0.5,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebeca Maria Jasper Redela,79,79,172,70,2,2,59.0,34.0,51.0,57.0,82.0,80.0,42,26,79,66,32,54,43,26,50,58,56,62,48,76,54,45,65,73,82,38,87,81,18,42,58,75.0,82,86,78,8,12,8,11,10,0.0,49,59,79,19,0.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karen Isa Pombal Trigo,80,80,165,59,4,4,76.0,69.0,75.0,81.0,27.0,47.0,65,77,45,83,43,86,45,50,81,82,78,75,70,77,76,53,58,50,48,73,38,20,75,81,62,60.0,28,25,27,7,11,12,12,9,0.0,78,75,42,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Débora Mariana Ruiz Couto,83,83,168,65,5,4,87.0,83.0,79.0,89.0,28.0,70.0,74,84,71,81,85,91,86,84,66,88,88,86,88,86,87,78,74,87,64,83,62,30,87,85,85,85.0,17,28,15,11,14,12,15,13,0.0,83,79,48,23,1.0,0.5,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Emanuelly Jade Gonçalves Barni,83,83,163,58,4,4,89.0,76.0,80.0,83.0,27.0,64.0,84,70,45,81,67,85,80,78,78,79,86,91,85,82,84,83,58,90,54,81,59,34,81,74,79,82.0,18,25,24,14,10,15,7,14,0.0,80,77,44,21,1.0,0.5,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Aurora Galli,77,80,168,56,3,3,74.0,72.0,74.0,78.0,66.0,62.0,60,72,34,83,56,76,73,60,77,79,76,72,85,72,90,76,69,80,54,76,58,69,80,76,56,73.0,69,72,69,16,17,11,11,8,0.0,76,79,67,21,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julie Martine Debever,79,79,176,67,2,2,47.0,43.0,57.0,61.0,83.0,76.0,48,40,83,70,39,55,48,41,61,69,62,34,48,82,50,55,80,67,81,39,73,82,43,48,47,75.0,86,83,77,15,16,12,16,9,0.0,56,65,79,23,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clara Matéo,84,87,168,60,3,4,83.0,83.0,81.0,84.0,59.0,72.0,74,85,73,85,79,85,75,74,79,86,80,85,77,80,78,81,82,92,66,85,60,60,87,84,72,84.0,56,59,48,11,11,9,17,16,0.0,84,84,66,23,1.0,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bethany Jane Mead,89,89,163,58,4,5,81.0,88.0,86.0,88.0,67.0,73.0,90,92,68,88,73,91,81,88,74,90,80,81,69,90,84,87,74,83,84,89,31,73,94,89,68,82.0,61,69,68,11,15,17,16,10,0.0,89,88,73,25,1.0,1.0,0,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karina Sævik,76,77,172,62,3,3,79.0,68.0,75.0,76.0,56.0,65.0,73,71,51,79,52,76,76,60,74,77,81,77,75,70,83,63,63,79,61,70,59,60,74,72,59,73.0,57,59,45,9,8,8,9,12,0.0,74,75,62,18,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
清水 梨紗,80,81,160,47,3,3,81.0,53.0,72.0,71.0,78.0,60.0,80,58,70,78,45,67,70,53,68,74,80,82,79,74,82,57,60,75,50,44,65,78,45,62,50,63.0,80,79,77,15,11,8,7,7,0.0,65,71,75,19,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
長谷川 唯,81,84,156,48,4,4,79.0,78.0,80.0,84.0,54.0,45.0,76,78,48,83,68,88,70,71,81,81,77,80,81,81,88,77,52,75,34,84,34,69,85,81,63,78.0,34,68,45,14,12,14,6,12,0.0,81,84,58,22,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lee Alexander,75,75,170,65,2,1,0.0,0.0,0.0,0.0,0.0,0.0,11,10,14,24,11,14,13,10,21,13,31,34,37,70,45,56,58,30,53,14,25,15,13,60,17,33.0,21,13,15,76,73,75,73,78,32.0,27,30,27,75,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kim Alison Little,88,88,162,57,4,4,79.0,81.0,84.0,90.0,65.0,67.0,78,78,56,89,82,90,77,65,81,92,82,77,85,89,88,85,75,93,53,84,65,82,90,89,78,84.0,38,80,74,12,5,6,10,6,0.0,87,88,72,20,1.0,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jennifer Patricia Beattie,77,77,177,67,3,2,53.0,41.0,55.0,58.0,77.0,80.0,42,30,72,73,42,56,38,46,70,69,51,55,38,70,46,58,75,65,89,43,78,78,52,33,55,59.0,79,78,75,13,8,10,7,12,0.0,55,64,77,19,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachel Louise Corsie,78,78,175,69,3,2,62.0,37.0,55.0,47.0,79.0,73.0,39,38,79,79,18,25,25,41,79,70,54,68,48,75,71,44,74,63,76,31,78,78,22,21,62,58.0,78,80,78,9,13,11,5,7,0.0,48,61,78,18,0.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emma Mitchell,74,74,160,57,3,3,75.0,38.0,61.0,63.0,77.0,60.0,64,38,66,73,20,53,53,47,50,69,67,81,72,69,86,46,65,33,70,29,66,78,45,50,49,61.0,79,76,78,11,11,7,14,14,0.0,57,61,74,20,0.5,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophie Louise Howard,75,75,175,59,3,2,56.0,39.0,60.0,55.0,76.0,70.0,57,26,78,77,28,42,40,47,60,68,58,55,51,71,73,63,80,55,72,45,81,79,42,40,50,59.0,76,73,72,10,13,8,6,7,0.0,53,62,75,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
